brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,link
MSI,Modern,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,55490,67990,18,4.3,138,16,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12m-439in-thin-light-laptop/p/itmf3950dea52e02?pid=COMGMV6VGZVHZ6XT&lid=LSTCOMGMV6VGZVHZ6XTGMIBEW&marketplace=FLIPKART&q=MSI+Modern+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=2088bd29-9af1-4fe9-aebb-f414b48cfbdd.COMGMV6VGZVHZ6XT.SEARCH&ppt=None&ppn=None&ssid=0njgmf4osw0000001704464042325&qH=40ada3595063c05b
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,1,No,Yes,66490,87168,23,4.1,199,17,https://www.flipkart.com/dell-vostro-intel-core-i5-12th-gen-1240p-8-gb-512-gb-ssd-windows-11-home-5620-thin-light-laptop/p/itm7977c9f4dbcfb?pid=COMGH8YQSUUZTXWG&lid=LSTCOMGH8YQSUUZTXWGCOPQU9&marketplace=FLIPKART&q=DELL+Vostro+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=3eb4c744-e84c-4f6d-95fa-866b54def3d7.COMGH8YQSUUZTXWG.SEARCH&ppt=None&ppn=None&ssid=4y47ewf06o0000001704464043027&qH=14b81e0959317d1c
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,53400,69500,23,4.1,46,6,https://www.flipkart.com/asus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x1502za-ej544ws-laptop/p/itm3aedd72975705?pid=COMGTVP9XSSZPXSK&lid=LSTCOMGTVP9XSSZPXSKH3J3ZZ&marketplace=FLIPKART&q=ASUS+VivoBook+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=bcd2f15d-41e7-4b7f-bc37-d295ea4e3877.COMGTVP9XSSZPXSK.SEARCH&ppt=None&ppn=None&ssid=cb2pzw7f400000001704464043771&qH=14d79749a542f24b
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,74500,78990,5,4.4,45,5,https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQNY91RG&marketplace=FLIPKART&q=DELL+Inspiron+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=04549642-aff6-495d-a363-28d8fb066592.COMGTEGW6HF5GJGQ.SEARCH&ppt=None&ppn=None&ssid=2q8js2dwsw0000001704464044552&qH=4928d3408598e264
DELL,XPS,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,114990,115729,0,0.0,0,0,https://www.flipkart.com/dell-xps-intel-core-i5-10th-gen-1035g1-8-gb-512-gb-ssd-windows-10-home-9300-thin-light-laptop/p/itmbdb9070446946?pid=COMFTC4YBSK8WZQC&lid=LSTCOMFTC4YBSK8WZQCPSGZIJ&marketplace=FLIPKART&q=DELL+XPS+Intel+Core+i5+11th+LPDDR4X&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=a4f0fb1e-c65d-4645-8233-46435412add3.COMFTC4YBSK8WZQC.SEARCH&ppt=None&ppn=None&ssid=j078xhkipc0000001704464045775&qH=f4264400c0e934e6
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,0,No,No,61990,68859,9,4.1,35,4,Not Found
APPLE,MacBook,Intel,Core i5,10th,8 GB GB,LPDDR4X,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,159990,174900,8,4.4,32,5,https://www.flipkart.com/apple-macbook-pro-intel-core-i5-8th-gen-8-gb-512-gb-ssd-mac-os-mojave-mv972hn-a/p/itm358a115f9ee56?pid=COMFGNHGKYJEYGG3&lid=LSTCOMFGNHGKYJEYGG3LT8XY2&marketplace=FLIPKART&q=APPLE+MacBook+Intel+Core+i5+10th+LPDDR4X&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=bcf9a784-cae9-4871-81f1-17410ad3f3be.COMFGNHGKYJEYGG3.SEARCH&ppt=None&ppn=None&ssid=3xqvwojonk0000001704464047081&qH=6a25e329de85d847
APPLE,MacBook,Intel,Core i5,8th,8 GB GB,DDR3,512 GB,0 GB,Mac,64-bit,0,Casual,Missing,1,No,No,172090,179900,4,4.2,108,13,https://www.flipkart.com/apple-macbook-pro-intel-core-i5-8th-gen-8-gb-512-gb-ssd-mac-os-mojave-mv972hn-a/p/itm358a115f9ee56?pid=COMFGNHGKYJEYGG3&lid=LSTCOMFGNHGKYJEYGG3LT8XY2&marketplace=FLIPKART&q=APPLE+MacBook+Intel+Core+i5+8th+DDR3&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=7cedfce2-2b88-45dc-b222-3e1fd047266e.COMFGNHGKYJEYGG3.SEARCH&ppt=None&ppn=None&ssid=agp2tv5hhc0000001704464048150&qH=a3c9f76191764de9
MSI,Sword,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,74990,95990,21,0.0,0,0,https://www.flipkart.com/msi-gf63-thin-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-12uc-846in-gaming-laptop/p/itm9a418dfe7690d?pid=COMGSZ658STBEMGS&lid=LSTCOMGSZ658STBEMGSHQNCTD&marketplace=FLIPKART&q=MSI+Sword+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=c52a529e-d4e5-449d-9869-fa7e0d330075.COMGSZ658STBEMGS.SEARCH&ppt=None&ppn=None&ssid=tp5hy7pmgw0000001704464049174&qH=770b3cd5c1e5b1bf
MSI,Modern,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,56490,57240,1,4.5,814,112,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12m-439in-thin-light-laptop/p/itmf3950dea52e02?pid=COMGMV6VGZVHZ6XT&lid=LSTCOMGMV6VGZVHZ6XTGMIBEW&marketplace=FLIPKART&q=MSI+Modern+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=4031066d-8d68-47d2-a758-d496e8e3eda6.COMGMV6VGZVHZ6XT.SEARCH&ppt=None&ppn=None&ssid=fqg4xfhu800000001704464049924&qH=bec3322da3665eed
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,No,No,147000,0,0,0.0,0,0,https://www.flipkart.com/lenovo-thinkpad-intel-core-i5-10th-gen-10210u-8-gb-512-gb-hdd-512-ssd-windows-10-pro-t14-thin-light-laptop/p/itm7d4696b190808?pid=COMG2PZ3YFH4C897&lid=LSTCOMG2PZ3YFH4C897QA0ZL9&marketplace=FLIPKART&q=Lenovo+ThinkPad+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=f8b1f11f-020c-4b68-aa8f-da94fb5eb6a5.COMG2PZ3YFH4C897.SEARCH&ppt=None&ppn=None&ssid=89jvosv6vk0000001704464051093&qH=69f933f4821fe4f2
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,65438,14,4.2,75,9,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm36fec4d6ab322?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=0e200158-7b15-48c8-90ec-3690a6ff0cce.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=72h1eykx5s0000001704464051873&qH=b54eb620b037e308
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,Yes,77990,93565,16,0.0,0,0,Not Found
HP,Envy,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,106490,138366,23,4.7,3,0,https://www.flipkart.com/hp-envy-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-10-home-2-graphics-13-ba1501tx-thin-light-laptop/p/itm4f9b82fa46a37?pid=COMG5U2BYKGC6KTQ&lid=LSTCOMG5U2BYKGC6KTQCULBIC&marketplace=FLIPKART&q=HP+Envy+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=47db96ac-0fbc-4285-9de6-44bc3a797708.COMG5U2BYKGC6KTQ.SEARCH&ppt=None&ppn=None&ssid=kt0tmvf3xs0000001704464053565&qH=ef1fd234c3e692b6
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,1,No,Yes,70990,113290,37,4.6,11,3,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+IdeaPad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=8daa5e30-e874-4d5c-9ff5-380737d89811.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=g4vx59srts0000001704464054285&qH=e259455c9e61cf69
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,64990,77487,16,4.4,125,11,https://www.flipkart.com/lenovo-thinkpad-intel-core-i5-10th-gen-10210u-8-gb-512-gb-hdd-512-ssd-windows-10-pro-t14-thin-light-laptop/p/itm7d4696b190808?pid=COMG2PZ3YFH4C897&lid=LSTCOMG2PZ3YFH4C897QA0ZL9&marketplace=FLIPKART&q=Lenovo+ThinkPad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=1eb6f7e0-9948-4f50-8b7e-c14193d81899.COMG2PZ3YFH4C897.SEARCH&ppt=None&ppn=None&ssid=4v21pukoeo0000001704464055041&qH=b2c126d5801c9e2b
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,57990,65000,10,0.0,0,0,https://www.flipkart.com/acer-intel-celeron-dual-core-n4500-8-gb-128-gb-ssd-chrome-os-cb314-3h-c5qe-chromebook/p/itmf7e8ce733eb56?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4EEGVFD&marketplace=FLIPKART&q=acer+Aspire+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_O3K0g5hshcsXZ2MYcmerIyXriQm94Ie-xs5dyhz0Mzeg_64mG8sjnyiWoeoNz4awG_IJWpgbkbNUsTpao0ADDA%3D%3D&ppt=None&ppn=None&ssid=vpky5fv6hc0000001704464055691&qH=630fd1bde209242f
ASUS,TUF,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,64990,81990,20,4.5,4,0,https://www.flipkart.com/asus-tuf-gaming-f15-ai-powered-intel-core-i5-11th-gen-11260h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-70-w-fx506hf-hn075w-laptop/p/itmbd858702e076f?pid=COMGS2AJESZQCMRT&lid=LSTCOMGS2AJESZQCMRTZVTWT2&marketplace=FLIPKART&q=ASUS+TUF+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=da6e30db-ccef-42c2-8f9d-3c31c94386c5.COMGS2AJESZQCMRT.SEARCH&ppt=None&ppn=None&ssid=0m6ad5wl6o0000001704464056406&qH=cb2d52d6c061ac1d
MSI,Modern,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,54990,61990,11,4.4,714,147,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12m-439in-thin-light-laptop/p/itmf3950dea52e02?pid=COMGMV6VGZVHZ6XT&lid=LSTCOMGMV6VGZVHZ6XTGMIBEW&marketplace=FLIPKART&q=MSI+Modern+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=3543d8dd-9922-49c8-b098-dfc77d62927b.COMGMV6VGZVHZ6XT.SEARCH&ppt=None&ppn=None&ssid=cwoinurlds0000001704464057529&qH=bec3322da3665eed
Vaio,SE,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,62890,84690,25,4.0,85,14,Not Found
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,111999,146194,23,0.0,0,0,https://www.flipkart.com/hp-spectre-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-ef0052tu-notebook/p/itm384ee7503f8ac?pid=COMGHR2J99YBAFXY&lid=LSTCOMGHR2J99YBAFXYD5CUQJ&marketplace=FLIPKART&q=HP+Spectre+Intel+Core+i5+11th+LPDDR4X&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=74d902eb-60d1-4e46-8045-43061bcbe062.COMGHR2J99YBAFXY.SEARCH&ppt=None&ppn=None&ssid=8tz5tv5h340000001704464059037&qH=a43fb39d818f89e6
Lenovo,Yoga,Intel,Core i5,10th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70798,101090,29,4.0,21,3,https://www.flipkart.com/lenovo-yoga-slim-7-pro-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-82nc00ewin-thin-light-laptop/p/itm782fd4e146b14?pid=COMGJ4X8TK52M4D2&lid=LSTCOMGJ4X8TK52M4D2ANGNUF&marketplace=FLIPKART&q=Lenovo+Yoga+Intel+Core+i5+10th+LPDDR4X&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=a0cebf6f-01ee-4f16-8f7a-c78dffb18634.COMGJ4X8TK52M4D2.SEARCH&ppt=None&ppn=None&ssid=676hhgpewg0000001704464060143&qH=c0cacba745821e6a
Lenovo,Legion,Intel,Core i5,9th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,59990,84990,29,3.8,9,1,Not Found
acer,ConceptD,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,99500,119999,17,0.0,0,0,https://www.flipkart.com/acer-intel-celeron-dual-core-n4500-8-gb-128-gb-ssd-chrome-os-cb314-3h-c5qe-chromebook/p/itmf7e8ce733eb56?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4EEGVFD&marketplace=FLIPKART&q=acer+ConceptD+Intel+Core+i5+8th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_zxRcVGdvrwhmoGWmDTpew5KZPd7jSSZAL2nXrwJdmco0LHaJPbFzlAjZWrzJvDv-G_IJWpgbkbNUsTpao0ADDA%3D%3D&ppt=None&ppn=None&ssid=zuu88cqc340000001704464061775&qH=d9c6e813eb69a431
HP,14s,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,77996,28,4.2,30,4,https://www.flipkart.com/hp-14s-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-14s-ef1001tu-thin-light-laptop/p/itm87e12217ed204?pid=COMG92FXMBMG6C8G&lid=LSTCOMG92FXMBMG6C8G9WXBJG&marketplace=FLIPKART&q=HP+14s+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=3b5229a1-0096-42d2-82f2-e264eedbc32b.COMG92FXMBMG6C8G.SEARCH&ppt=None&ppn=None&ssid=n748b5gpxc0000001704464063345&qH=de735fbe3dc3b3f2
ASUS,ZenBook,Intel,Core i5,8th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,72990,90990,19,4.2,44,4,https://www.flipkart.com/asus-zenbook-13-intel-core-i5-8th-gen-8265u-8-gb-512-gb-ssd-windows-10-home-ux333fa-a4117t-thin-light-laptop/p/itm5f86ae2566d59?pid=COMFABHZVTZMWQZ7&lid=LSTCOMFABHZVTZMWQZ75TVJKC&marketplace=FLIPKART&q=ASUS+ZenBook+Intel+Core+i5+8th+LPDDR3&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=024c4c93-5252-4407-b70a-afaf3d4587ce.COMFABHZVTZMWQZ7.SEARCH&ppt=None&ppn=None&ssid=f2q5fho3ow0000001704464064363&qH=187e0a751275023d
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,64990,87999,26,3.8,4,1,https://www.flipkart.com/acer-intel-celeron-dual-core-n4500-8-gb-128-gb-ssd-chrome-os-cb314-3h-c5qe-chromebook/p/itmf7e8ce733eb56?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4EEGVFD&marketplace=FLIPKART&q=acer+Swift+Intel+Core+i5+8th+DDR3&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_XU8888ZWnQpewfEaojyjMHgTfoWSEQ_EgPMFxMYqSB36pVyNRis86MDY3uPjAhtkG_IJWpgbkbNUsTpao0ADDA%3D%3D&ppt=None&ppn=None&ssid=x0hgtrfh7k0000001704464065395&qH=d0327aba12cec35e
ASUS,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,70990,18,0.0,0,0,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itmbfbbf7747aa01?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSY5C6JML&marketplace=FLIPKART&q=ASUS+Missing+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=bd51cbe6-c786-4c70-ad22-806bded46021.COMGFHNGGWNDVGSY.SEARCH&ppt=None&ppn=None&ssid=0uivk217m80000001704464066558&qH=e7be2839606988e4
HP,HP,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,76990,99203,22,4.4,14,2,https://www.flipkart.com/hp-2023-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-15s-fr4001tu-thin-light-laptop/p/itmbb64b6f1667d5?pid=COMGZNSB6GCJVUPX&lid=LSTCOMGZNSB6GCJVUPX7MUWHR&marketplace=FLIPKART&q=HP+HP+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=ace0a034-208c-46df-9b0f-2c756338ac26.COMGZNSB6GCJVUPX.SEARCH&ppt=None&ppn=None&ssid=pyw05ljl0g0000001704464067681&qH=b44eab3343a4b9e3
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,2,No,Yes,62998,79890,21,4.3,739,71,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm36fec4d6ab322?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=Lenovo+Ideapad+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=907c633e-6838-4f81-a95f-e484a09710e8.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=vyrgwxt4s00000001704464068309&qH=b54eb620b037e308
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,77990,98200,20,4.5,31,5,Not Found
HP,Spectre,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,114990,122803,6,4.4,145,19,https://www.flipkart.com/hp-spectre-x360-2023-oled-eyesafe-evo-intel-core-i7-13th-gen-1360p-32-gb-1-tb-ssd-windows-11-home-4-gb-graphics-f2005tx-laptop/p/itm1360e32aa9882?pid=COMGZ3S6UGWCS9PR&lid=LSTCOMGZ3S6UGWCS9PRJ4CJPN&marketplace=FLIPKART&q=HP+Spectre+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=6922b8b8-f1cb-4a25-a72e-f7d1915541f2.COMGZ3S6UGWCS9PR.SEARCH&ppt=None&ppn=None&ssid=u2jh5mox9s0000001704464069861&qH=9865ef8b1180d4be
DELL,DELL,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,65990,75800,12,0.0,0,0,https://www.flipkart.com/dell-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-vostro-3420-thin-light-laptop/p/itmf4d4b6a1ebda8?pid=COMGRF9FGWM4ZTYZ&lid=LSTCOMGRF9FGWM4ZTYZPTXRDI&marketplace=FLIPKART&q=DELL+DELL+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=eaa01ba1-5aa8-43d0-888a-3a25f8e59e3b.COMGRF9FGWM4ZTYZ.SEARCH&ppt=None&ppn=None&ssid=cvlwtbstts0000001704464070873&qH=40a3fb30c69251b8
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,88990,90605,1,3.8,19,2,https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQNY91RG&marketplace=FLIPKART&q=DELL+Inspiron+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=64ba1fca-d32c-4788-85f3-2884bd81e139.COMGTEGW6HF5GJGQ.SEARCH&ppt=None&ppn=None&ssid=qwq9zkgx3k0000001704464071591&qH=4928d3408598e264
Lenovo,X390,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,113590,120000,5,0.0,0,0,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm33b75098df4ca?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8OZTYCF&marketplace=FLIPKART&q=Lenovo+X390+Intel+Core+i5+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=8ef76b35-8d29-48d2-9859-804708411ab1.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=wdozoy4jy80000001704464073375&qH=e6301a94a383be79
Mi,Notebook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,No,54990,59999,8,4.3,545,74,Not Found
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,84990,12,4.2,32,6,https://www.flipkart.com/asus-vivobook-pro-15-oled-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k6500zc-l502ws-gaming-laptop/p/itmb1657f5567e5f?pid=COMGG3S9JRVFZPMY&lid=LSTCOMGG3S9JRVFZPMY5XHYKI&marketplace=FLIPKART&q=ASUS+VivoBook+Intel+Core+i5+11th+LPDDR4X&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=4e01ea1b-052c-4d92-a05f-0dab2b124655.COMGG3S9JRVFZPMY.SEARCH&ppt=None&ppn=None&ssid=hjs4x9l7680000001704464074805&qH=24df029f6800388a
LG,Gram,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,86990,130000,33,0.0,0,0,https://www.flipkart.com/chuwi-intel-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm60983f1093f2d?pid=COMGQHRQZSPVRDZE&lid=LSTCOMGQHRQZSPVRDZEQTPAAX&marketplace=FLIPKART&q=LG+Gram+Intel+Core+i5+11th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_681_ZhrUyhf2fB3uW_SV5TXiY-aU3P0QWaqbR2ZdOHC4tK06QrsRTe_MHLd5dXowE_hoMAdmH-FQRdcD1--rhg%3D%3D&ppt=None&ppn=None&ssid=tkywb7wyts0000001704464075602&qH=9e7ac08cbd8f6a32
